country,iso3,Arrivals total,Departures total,Arrivals full-freight,Departures full-freight,Arrivals belly,Departures belly,Cargo-in full freight (tons),Cargo-out full freight (tons),Cargo-in belly (tons),Cargo-out belly (tons),Fashion_en_textiel_fraction_in,Industrie_en_materialen_fraction_in,Low_value_bulk_fraction_in,Machines_en_elektronica_fraction_in,Overig_fraction_in,Perishables_fraction_in,Pharma_fraction_in,Transport_fraction_in,Fashion_en_textiel_fraction_out,Industrie_en_materialen_fraction_out,Low_value_bulk_fraction_out,Machines_en_elektronica_fraction_out,Overig_fraction_out,Perishables_fraction_out,Pharma_fraction_out,Transport_fraction_out,Fashion_en_textiel_eur_per_ton_in,Fashion_en_textiel_eur_per_ton_out,Industrie_en_materialen_eur_per_ton_in,Industrie_en_materialen_eur_per_ton_out,Low_value_bulk_eur_per_ton_in,Low_value_bulk_eur_per_ton_out,Machines_en_elektronica_eur_per_ton_in,Machines_en_elektronica_eur_per_ton_out,Overig_eur_per_ton_in,Overig_eur_per_ton_out,Perishables_eur_per_ton_in,Perishables_eur_per_ton_out,Pharma_eur_per_ton_in,Pharma_eur_per_ton_out,Transport_eur_per_ton_in,Transport_eur_per_ton_out
Cape Verde,CPV,52,52,0,0,52,52,0.0,0.0,689.0000000000002,689.0000000000002,0.00432401268377054,0.010665897953300665,0.0025944076102623237,0.049870279619486896,0.012107235514557512,0.9169789564716058,0.0014413375612568466,0.002017872585759585,0.07305194805194805,0.17337662337662338,0.02922077922077922,0.162012987012987,0.03376623376623377,0.24155844155844153,0.22759740259740258,0.059415584415584415,18.2,29.115555555555552,15.486486486486486,24.94194756554307,1.8888888888888886,14.177777777777777,61.387283236994215,88.57915831663327,8.071428571428571,11.73076923076923,5.030807922037095,20.758064516129032,37.4,67.03138373751783,72.85714285714286,39.540983606557376
Canada,CAN,2311,2310,116,116,2195,2194,7400.799999999999,7400.799999999999,67950.7,67931.1,0.045719982908417604,0.0838911835920809,0.08958837772397095,0.3942458339267911,0.03603475288420453,0.11138014527845036,0.2117931918530124,0.027346531833072212,0.06072922893006575,0.11285116557083084,0.015899581589958158,0.10950388523610281,0.030484160191273164,0.5268380155409444,0.11392707710699343,0.02976688583383144,49.69470404984423,68.25,34.225806451612904,28.80826271186441,8.359300476947535,20.601503759398497,137.0700867052023,105.91048034934498,47.73517786561265,21.525490196078433,23.103580562659847,27.79192194236442,54.70141223940821,324.35466946484786,474.7447916666667,520.4578313253012
Chile,CHL,465,594,131,260,334,334,14480.2,26520.0,10728.199999999995,10748.799999999996,0.0019305592681695322,0.0005940182363598561,0.004692744067242864,0.0022572692981674535,0.0007722237072678129,0.9880305325373487,0.0013365410318096763,0.00038611185363390647,0.018152480839048003,0.17749092375958048,0.0326744655102864,0.029447357805566763,0.12182331585316661,0.2501008471157725,0.3085921742638161,0.06171843485276321,37.07692307692308,42.13333333333333,10.7,28.64090909090909,1.5379746835443038,18.814814814814817,58.44736842105263,86.86301369863013,27.84615384615385,22.403973509933774,10.69443275416341,43.80645161290323,15.555555555555555,166.22091503267973,64.61538461538463,226.16993464052288
China,CHN,4544,4353,2077,1884,2467,2469,213478.0,193764.0,73647.2,73733.9,0.45380278904163773,0.046711502324201355,0.004935219068341409,0.3490950450004945,0.09599446147759864,0.017851844525764014,0.01695183463554544,0.01465730392641677,0.038257413788766764,0.11447040772694117,0.039037150690444444,0.06169982644565737,0.07012601554443243,0.4415826143823729,0.1775033327464346,0.05732323867495032,14.234482608316625,83.17028270874424,43.26720304890959,43.3300373544276,116.9879759519038,36.58569587628866,275.7590730090376,179.90338361190376,21.259633216567074,32.74748923959828,26.960110803324103,18.04904306220096,45.19136522753792,141.96358225875017,148.03306342780027,277.9249670908293
Colombia,COL,1437,1138,400,104,1037,1034,44178.0,11440.0,25524.7,25462.1,0.011756500946497958,0.005081199561621999,0.0013948390953472153,0.004583042741855136,0.0013948390953472153,0.975391053103517,0.00029889409186011756,9.963136395337252e-05,0.025338833235120803,0.10489098408956983,0.13553329404832057,0.032999410724808484,0.012374779021803181,0.34236888626988804,0.2846199175014732,0.06187389510901591,36.389830508474574,138.41860465116278,8.568627450980392,32.01123595505618,5.714285714285714,11.491304347826087,141.84782608695653,66.26785714285714,9.5,26.80952380952381,7.969254341164453,26.416523235800344,40.666666666666664,249.45341614906832,116.0,23.942857142857143
Costa Rica,CRI,113,113,0,0,113,113,0.0,0.0,4542.599999999999,4542.599999999999,0.02859931673987311,0.03465104929233773,0.0230356271351879,0.32210834553440704,0.04938994631527575,0.4671547096144461,0.06793557833089313,0.007125427037579307,0.021734755484000803,0.16663312537733949,0.019319782652445158,0.02596095793922318,0.04226202455222378,0.41859529080297847,0.224391225598712,0.08110283759307707,34.337883959044376,55.870370370370374,21.48169014084507,26.705314009661834,29.33050847457627,19.03125,345.0496969696969,121.50387596899223,18.50395256916996,25.166666666666668,12.510029251984957,52.23413461538461,51.43390804597701,164.80896860986547,136.16438356164386,91.84367245657567
Croatia,HRV,1163,1161,0,0,1163,1161,0.0,0.0,6937.3,6921.3,0.33701657458563533,0.016574585635359112,0.1906077348066298,0.016574585635359112,0.1022099447513812,0.28729281767955794,0.030386740331491708,0.01933701657458563,0.01785714285714286,0.011904761904761906,0.059523809523809534,0.5595238095238096,0.16071428571428573,0.029761904761904767,0.12500000000000003,0.03571428571428572,35.704918032786885,77.66666666666667,30.0,20.0,5.521739130434782,10.9,102.16666666666667,143.7127659574468,67.45945945945945,56.37037037037037,13.317307692307693,46.599999999999994,302.6363636363636,278.4761904761905,240.42857142857142,295.3333333333333
Cuba,CUB,352,352,0,0,352,352,0.0,0.0,13820.899999999998,13820.899999999998,0.01273190251000364,0.01345943979628956,0.0036376864314296114,0.11458712259003276,0.010185522008002912,0.8279374317933795,0.004365223717715533,0.013095671153146601,0.029532800774630837,0.13192931493585086,0.04526748971193415,0.016945049624788183,0.055918663761801005,0.5541031227305737,0.12127814088598401,0.045025417574437177,32.82857142857143,24.721311475409834,14.405405405405407,24.03119266055046,2.5,5.737967914438503,92.8920634920635,53.94285714285714,11.178571428571429,17.402597402597404,1.101493848857645,12.747487986020095,35.166666666666664,98.54091816367264,2603.277777777778,242.24193548387098
Cyprus,CYP,294,293,0,0,294,293,0.0,0.0,2592.4000000000005,2585.1000000000004,0.2280130293159609,0.09011943539630836,0.1520086862106406,0.24538545059717698,0.04343105320304017,0.13137893593919653,0.08469055374592833,0.0249728555917481,0.11538461538461535,0.025083612040133773,0.07357859531772575,0.4180602006688962,0.10367892976588626,0.21237458193979927,0.02341137123745819,0.02842809364548494,34.58571428571428,190.60869565217394,98.26506024096386,170.8,6.521428571428572,19.863636363636363,190.26991150442475,119.188,190.72500000000002,130.8709677419355,66.26446280991736,196.9448818897638,260.02564102564105,710.9285714285713,402.60869565217394,1303.1764705882354
Czech Republic,CZE,2782,2781,0,0,2782,2781,0.0,0.0,24951.0,24942.6,0.3370165745856354,0.016574585635359115,0.19060773480662985,0.016574585635359115,0.10220994475138122,0.287292817679558,0.030386740331491715,0.019337016574585635,0.01785714285714286,0.011904761904761904,0.05952380952380952,0.5595238095238095,0.1607142857142857,0.02976190476190476,0.125,0.03571428571428572,35.704918032786885,77.66666666666667,30.000000000000004,20.0,5.521739130434782,10.899999999999999,102.16666666666667,143.7127659574468,67.45945945945947,56.370370370370374,13.317307692307692,46.6,302.6363636363636,278.4761904761905,240.42857142857142,295.3333333333333
Denmark,DNK,5590,5596,0,6,5590,5590,0.0,618.0,36848.8,36849.100000000006,0.10216110019646366,0.15913555992141457,0.049115913555992145,0.2927308447937132,0.2043222003929273,0.06777996070726916,0.11591355599214147,0.008840864440078585,0.08719346049046323,0.12261580381471392,0.04087193460490464,0.14032697547683926,0.054495912806539516,0.24523160762942783,0.24114441416893737,0.0681198910081744,41.36538461538462,79.234375,14.555555555555555,45.13333333333333,21.26,26.100000000000005,94.38926174496643,152.3980582524272,20.89423076923077,79.15,13.391304347826086,22.705555555555556,112.92372881355932,203.83050847457628,94.44444444444444,149.78
Djibouti,DJI,4,0,4,0,0,0,413.8,0.0,0.0,0.0,0.0011900576096070105,0.0011900576096070105,0.0003245611662564574,0.0016768993589916965,0.0001622805831282287,0.9945365537013496,0.0001622805831282287,0.0007573093879317339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.72727272727273,,11.522727272727273,,1.1666666666666667,,101.74193548387098,,13.166666666666666,,13.844660194174757,,25.333333333333332,,292.53571428571433,
Ecuador,ECU,1418,722,696,0,722,722,75696.8,0.0,33573.0,33573.0,0.001930559268169533,0.0005940182363598563,0.0046927440672428645,0.002257269298167454,0.000772223707267813,0.988030532537349,0.0013365410318096765,0.0003861118536339065,0.018152480839048003,0.17749092375958048,0.0326744655102864,0.029447357805566763,0.12182331585316661,0.2501008471157725,0.3085921742638161,0.06171843485276322,37.07692307692308,42.13333333333333,10.700000000000001,28.64090909090909,1.5379746835443038,18.814814814814817,58.44736842105263,86.86301369863014,27.846153846153847,22.40397350993377,10.69443275416341,43.806451612903224,15.555555555555555,166.22091503267973,64.61538461538463,226.16993464052288
